,smiles,homo,lumo
719,C[S](C)=CC#N,-0.24468,0.0578
720,CCOC(=O)[CH-][S](C)(=O)=O,-0.07954,0.2132
721,CCOC(=O)[CH-][S](C)=O,-0.06984,0.21591
722,[O-]C(=O)[C@@H]1CCCN1C2=CCCCC2,-0.07937,0.18998
723,C1CCC(=CC1)N2CCCC2,-0.22056,0.08283
724,COC(=O)[C@@H]1CCCN1C2=CCCCC2,-0.23307,0.05765
725,N1(CCOCC1)C2=CCCC2,-0.24365,0.07715
726,O=C1[N-]C=CC=C1,-0.05102,0.20766
727,O=C1C=C[N-]C=C1,-0.06277,0.21319
728,O=C1[N-][S](=O)(=O)c2ccccc12,-0.13638,0.12006
729,C[S](C)=O,-0.2842,0.08612
730,C[S](C)=CC(=O)c1ccc(Br)cc1,-0.2448,0.00043
731,C[S](C)=CC(=O)c1ccccc1,-0.23868,0.01193
732,CN(C1=CC=CC=C1)C2=CCCC2,-0.23105,0.02441
733,COc1ccc(cc1)C(=O)C=[S](C)C,-0.23457,0.02047
734,CN(C)c1ccc(cc1)C(=O)C=[S](C)C,-0.22131,0.02877
735,C[S](C)=Cc1ccc(cc1)[N+]([O-])=O,-0.22511,-0.01625
736,C[S](C)=Cc1ccc(cc1)C#N,-0.2192,0.00943
737,C[S](C)(=C)=O,-0.24782,0.07139
738,C[Si](C)(C)[Si](CC=C)([Si](C)(C)C)[Si](C)(C)C,-0.27929,0.03672
739,CC(=C)C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,-0.27906,0.03692
740,CC(=C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,-0.26627,0.02493
741,C[Si](C)(C)[Si](OC1=CCCCC1)([Si](C)(C)C)[Si](C)(C)C,-0.25832,0.02633
742,C[Si](C)(C)[Si](OC=C)([Si](C)(C)C)[Si](C)(C)C,-0.26233,0.01873
743,CN(C1=CC=CC=C1)C2=CCCCC2,-0.23799,0.03631
744,CN1CCN2CCN(C)c3cncc1c23,-0.22349,0.04303
745,CCN1CCN2CCN(CC)c3cncc1c23,-0.22259,0.04317
746,C1CN(Cc2ccccc2)c3cncc4N(CCN1c34)Cc5ccccc5,-0.22608,0.01651
747,CC(=O)N1CCN2CCN(C(C)=O)c3cncc1c23,-0.25801,0.02122
748,O=C(N1CCN2CCN(C(=O)c3ccccc3)c4cncc1c24)c5ccccc5,-0.25742,-0.01572
749,C/C(C)=C/N1CCOCC1,-0.23543,0.0742
750,C=CN1C2=C(C=CC=C2)C3=C1C=CC=C3,-0.25223,-0.00773
751,CC(C)[Si](C(C)C)(C(C)C)N1C=CC=C1,-0.2575,0.06726
752,C1(C=CC=C2)=C2NC=C1,-0.25496,0.0207
753,CC([O-])=O,-0.07281,0.28293
754,[O-]C(=O)c1ccccc1,-0.10895,0.16224
755,[O-]C(=O)c1ccc(cc1)[N+]([O-])=O,-0.13266,0.06476
756,[O-]C(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-0.14912,0.0456
757,CN1C2=C(C=CC=C2)C=C1,-0.25014,0.02093
758,COC([O-])=O,-0.0934,0.2708
759,C1CSC2=NCCN2C1,-0.26518,0.0535
760,C1CN2CCN=C2S1,-0.26028,0.06542
761,C1CN2C(=N1)Sc3ccccc23,-0.24479,0.01472
762,C1CSC2=NCCCN2C1,-0.26138,0.05636
763,C1CN=C2SCCN2C1,-0.26902,0.06595
764,C1CN=C2Sc3ccccc3N2C1,-0.24509,0.01672
765,C1CN2C(=N[C@H]1c3ccccc3)Sc4ccccc24,-0.24955,0.01296
766,CC(C)[C@@H]1CN2C(=N[C@H]1c3ccccc3)Sc4ccccc24,-0.24668,0.01486
767,CN1C2=C(C=CC=C2)C=C1C,-0.24495,0.02406
768,C1CN2C(=N[C@@H]1C(c3ccccc3)c4ccccc4)Sc5ccccc25,-0.24833,0.01374
769,CC(C)[C@H]1CCN2C(=N1)Sc3ccccc23,-0.24621,0.01568
770,CC(C)(C)[C@H]1CCN2C(=N1)Sc3ccccc23,-0.24619,0.01563
771,CCCC(C)=C,-0.29871,0.06131
772,CC([O-])=S,-0.03773,0.25371
773,CCOC([S-])=S,-0.05356,0.19895
774,CC(C)OC([S-])=S,-0.05665,0.19393
775,CN(CC1)CCN1C2=CCCCC2,-0.24545,0.07152
776,CN(C)C([S-])=S,-0.04385,0.21212
777,[S-]C(=S)N1CCCC1,-0.0474,0.20163
778,[S-]C(=S)N1CCCCC1,-0.05177,0.19314
779,CN1CCN(CC1)C([S-])=S,-0.05401,0.1872
780,[S-]C(=S)N1CCOCC1,-0.0567,0.19144
781,C/C=C\N1CCOCC1,-0.24187,0.07352
782,C/C=C/N1CCOCC1,-0.24703,0.07603
783,C1CCN(CC1)C2=CCCCC2,-0.2462,0.07032
784,C[Si](C)(C)OC1=CCCO1,-0.2494,0.07907
785,C[Si](C)(C)OC1=CCCCO1,-0.25223,0.08074
786,CN(CC1)CC=C1N2CCOCC2,-0.24873,0.06929
787,COC(O[Si](C)(C)C)=C(C)C,-0.25886,0.07629
788,NN,-0.305,0.09414
789,CNN(C)C,-0.27943,0.09073
790,CN(C)N,-0.27725,0.08654
791,Cc1oc(cc1)B2OC(C)(C)C(C)(C)O2,-0.26779,0.02619
792,CN1CCOB(OCC1)c2oc(C)cc2,-0.25046,0.06074
793,CN1CC(=O)OB(OC(=O)C1)c2oc(C)cc2,-0.28375,-0.0084
794,Cc1oc(cc1)[B-](F)(F)F,-0.11121,0.20622
795,C1(/C=C/N2CCOCC2)=CC=CC=C1,-0.23753,0.01231
796,Cc1oc(cc1)[B-](c2oc(C)cc2)(c3oc(C)cc3)c4oc(C)cc4,-0.11337,0.1869
797,Cc1oc(cc1)[B-]23OCC(C)(CO2)CO3,-0.11273,0.20535
798,[BH3-][C+]1N(C=CN1c2c(cccc2C(C)C)C(C)C)c3c(cccc3C(C)C)C(C)C,-0.28485,0.01441
799,[BH3-][C+]1N(C)C=CN1C,-0.28214,0.05024
800,[n-]1ccnc1,-0.04722,0.31093
801,Cc1[n-]ccn1,-0.04425,0.27261
802,Cc1c[n-]cn1,-0.04589,0.26116
803,Cc1[n-]cc(C)n1,-0.04334,0.25988
804,[O-][N+](=O)c1c[n-]cn1,-0.10463,0.14696
805,O=Cc1[n-]ccn1,-0.08164,0.18667
806,C=C(C1=CC=CC=C1)N2CCOCC2,-0.25033,0.00775
807,O=Cc1c[n-]cn1,-0.08801,0.1845
808,[n-]1cnc2ccccc12,-0.08271,0.19104
809,[n-]1nnc2ccccc12,-0.09546,0.16994
810,[n-]1cnc2ncncc12,-0.10954,0.16868
811,CN1C(=O)N(C)c2nc[n-]c2C1=O,-0.09286,0.18619
812,Nc1ncnc2nc[n-]c12,-0.08537,0.19827
813,O=C1NC(=O)C=C[N-]1,-0.08442,0.19515
814,CC1=C[N-]C(=O)NC1=O,-0.07953,0.19442
815,CN1C=CC(=O)[N-]C1=O,-0.1035,0.18474
816,CN(/C=C/C(OCC)=O)C,-0.25474,0.03377
817,NC1=Nc2nc[n-]c2C(=O)N1,-0.07133,0.18626
818,Cn1cnc2C(=O)[N-]C(=Nc12)N,-0.07554,0.19788
819,NC1=Nc2n(cnc2C(=O)[N-]1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,-0.09563,0.14689
820,O=C(/C=C/N1CCOCC1)OCC,-0.26235,0.02324
821,CC(=O)NC(=C)c1ccccc1,-0.27312,0.00136
822,CC(=O)NC(=C)c1ccc(C)cc1,-0.26624,0.00409
823,COc1ccc(cc1)C(=C)NC(C)=O,-0.25485,0.00921
824,CC(=O)NC(=C)c1ccc(Cl)cc1,-0.27413,-0.00686
825,Clc1ccc(cc1)C(=C)NC(=O)Oc2ccccc2,-0.27957,-0.01148
826,C=C(NC(=O)c1ccccc1)c2ccccc2,-0.27398,-0.01729
827,CC(=O)NC(=C)c1ccc2ccccc2c1,-0.25906,-0.01552
828,CC(=O)NC1=CCCc2ccccc12,-0.26151,-0.00073
829,CC(=O)NC1=CCCCC1,-0.26363,0.04208
830,C1=CCC=CC1,-0.28479,0.05452
831,CC(=O)NC1=CCCC1,-0.26085,0.04248
832,CC(=O)NC(=C)C(C)(C)C,-0.27517,0.04107
833,C1(C=CC=C2)=C2CC=CC1,-0.28261,0.02587
834,[H]C1([H])C2=C(C=CC=C2)CC3=C1C=CC=C3,-0.29007,0.01958
835,CN(C)C(=N)N(C)C,-0.2725,0.08449
836,CN(C)C(=NCc1ccccc1)N(C)C,-0.26499,0.0379
837,CN1CCN(C)C1=N,-0.26594,0.08972
838,CN1CCN(C)C1=NCc2ccccc2,-0.26275,0.03803
839,C1CN2CCN=C2N1,-0.24396,0.08722
840,C1CN=C2NCCN2C1,-0.25653,0.08586
841,CN1CCCN2CCCN=C12,-0.24992,0.0716
842,C/C=C/C([H])([H])/C=C/C,-0.29174,0.04652
843,C1CNC2=NCCCN2C1,-0.25002,0.07312
844,C1CN=C2CCCN2C1,-0.25869,0.075
845,N1(CCCC1)/C=C/C2=CC=CC=C2,-0.22012,0.01945
846,C[Si](C)(C)OC([C@@H]1CCCN1C=Cc2ccccc2)(c3ccccc3)c4ccccc4,-0.2243,0.01456
847,CN1C(=O)[C@H](Cc2ccccc2)N(C=Cc3ccccc3)C1(C)C,-0.24041,0.00635
848,CN1C(=O)[C@H](Cc2ccccc2)N(C=Cc3ccccc3)C14CCCC4,-0.23676,0.00634
849,CN1[C@H](N(C=Cc2ccccc2)[C@@H](Cc3ccccc3)C1=O)C(C)(C)C,-0.2372,0.00766
850,CCCC1C=CCC1,-0.29359,0.05801
851,Cc1cc(C)c(N2C=CN(C2=Cc3ccccc3)c4c(C)cc(C)cc4C)c(C)c1,-0.19271,0.01814
852,C1(C=CC=C2)=C2OC(C=CC=C3)=C3C1,-0.26241,0.01059
853,C[Si](C)(C)OC(=C)c1c(F)c(F)c(F)c(F)c1F,-0.29468,-0.01878
854,C[Si](C)(C)OC(=C)C(F)(F)F,-0.31127,0.03699
855,C[Si](C)(C)OC(=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.31547,0.02759
856,CC(=C)O[Si](c1ccccc1)(c2ccccc2)c3ccccc3,-0.28225,0.00016
857,CC(C)C(=C)O[Si](C)(C)C,-0.27941,0.06937
858,CC(=C)O[Si](C)(C)C(C)(C)C,-0.27923,0.07023
859,CC=CC(C)([H])C=CC,-0.29117,0.04826
860,CCCCOC=C,-0.27938,0.07048
861,CC#N,-0.39533,0.08347
862,C=CC(C)([H])C=C,-0.31132,0.03812
863,C1CN(CCO1)c2ccncc2,-0.27206,0.02412
864,CN(C)c1ccncc1Br,-0.2734,0.00957
865,Nc1c(Br)cncc1Br,-0.28823,0.00128
866,CC(=O)Nc1ccncc1,-0.30173,0.00544
867,CNN,-0.28414,0.09075
868,CNNC,-0.24859,0.09789
869,NNC=O,-0.32524,0.07741
870,CN(C)NC=O,-0.31306,0.07609
871,C=CCC=C,-0.31209,0.03556
872,CC(C)(C)OC(=O)NN,-0.32195,0.07975
873,NNC(=O)c1ccccc1,-0.31586,-0.00842
874,NO,-0.3175,0.10134
875,CNO,-0.29829,0.09955
876,N,-0.32321,0.0979
877,CN,-0.29438,0.09915
878,CNC,-0.27813,0.09717
879,CN(C)C,-0.26965,0.09115
880,C[SiH](C)C,-0.35538,0.08642
881,CC[SiH](C)C,-0.33587,0.08593
882,CC(C)C1=CC=C(C)C=C1,-0.28271,0.03051
883,CC[SiH](C)CC,-0.33056,0.08434
884,C[SiH](C)c1ccc(C)cc1,-0.29096,0.01903
885,COc1ccc(cc1)[SiH](C)C,-0.27296,0.02326
886,C[SiH](C)c1ccc(Cl)cc1,-0.29713,0.00513
887,C[SiH](c1ccccc1)c2ccccc2,-0.29978,0.01126
888,C[SiH2]c1ccccc1,-0.3058,0.01194
889,[SiH2](c1ccccc1)c2ccccc2,-0.30301,0.00702
890,CCC[SiH](CCC)CCC,-0.32814,0.07633
891,CC(C)[SiH](C(C)C)C(C)C,-0.3145,0.07937
892,CCCCCC[SiH](CCCCCC)CCCCCC,-0.32207,0.0762
893,C=CCC1=CC=CC=C1,-0.29492,0.02508
894,CCCCCC[SiH2]CCCCCC,-0.32763,0.08145
895,CCCCCC[SiH3],-0.34568,0.07353
896,C[SiH](C)CCl,-0.32858,0.06488
897,C[SiH](C)Cc1ccccc1,-0.28146,0.02873
898,C[SiH](C)Cl,-0.35341,0.07569
899,C[SiH](Cl)Cl,-0.36772,0.0649
900,C[SiH](C)O[Si](C)(C)C,-0.33181,0.07022
901,C[Si](C)(C)[SiH]([Si](C)(C)C)[Si](C)(C)C,-0.28473,0.04865
902,C[SiH](C)CC(C)(C)C,-0.33275,0.07956
903,C[SiH](C)C[Si](C)(C)C,-0.32734,0.07314
